nabirds,comm_inat,sci_inat
Abert's Towhee,Abert's towhee,Melozone aberti,893,04108_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Melozone_aberti
American Tree Sparrow,American tree sparrow,Spizelloides arborea,894,04126_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Spizelloides_arborea
Clay-colored Sparrow,Clay-colored sparrow,Spizella pallida,895,04123_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Spizella_pallida
Brewer's Sparrow,Brewer's sparrow,Spizella breweri,896,04122_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Spizella_breweri
Field Sparrow,Field sparrow,Spizella pusilla,897,04125_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Spizella_pusilla
Vesper Sparrow,Vesper sparrow,Pooecetes gramineus,898,04120_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Pooecetes_gramineus
Lark Sparrow,Lark sparrow,Chondestes grammacus,899,04102_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Chondestes_grammacus
Savannah Sparrow,Savannah sparrow,Passerculus sandwichensis,900,04112_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Passerculus_sandwichensis
Song Sparrow,Song sparrow,Melospiza melodia,902,04107_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Melospiza_melodia
Lincoln's Sparrow,Lincoln's sparrow,Melospiza lincolnii,903,04106_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Melospiza_lincolnii
Swamp Sparrow,Swamp sparrow,Melospiza georgiana,904,04105_Animalia_Chordata_Aves_Passeriformes_Passerellidae_Melospiza_georgiana
Pyrrhuloxia,Pyrrhuloxia,Cardinalis sinuatus,907,03710_Animalia_Chordata_Aves_Passeriformes_Cardinalidae_Cardinalis_sinuatus
Dickcissel,Dickcissel,Spiza americana,908,03727_Animalia_Chordata_Aves_Passeriformes_Cardinalidae_Spiza_americana
Eastern Meadowlark,Eastern meadowlark,Sturnella magna,909,03902_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_magna
Western Meadowlark,Western meadowlark,Sturnella neglecta,910,03903_Animalia_Chordata_Aves_Passeriformes_Icteridae_Sturnella_neglecta
Rusty Blackbird,Rusty blackbird,Euphagus carolinus,911,03874_Animalia_Chordata_Aves_Passeriformes_Icteridae_Euphagus_carolinus
Common Grackle,Common grackle,Quiscalus quiscula,912,03901_Animalia_Chordata_Aves_Passeriformes_Icteridae_Quiscalus_quiscula
Boat-tailed Grackle,Boat-tailed grackle,Quiscalus major,913,03898_Animalia_Chordata_Aves_Passeriformes_Icteridae_Quiscalus_major
Great-tailed Grackle,Great-tailed grackle,Quiscalus mexicanus,914,03899_Animalia_Chordata_Aves_Passeriformes_Icteridae_Quiscalus_mexicanus
Bronzed Cowbird,Bronzed cowbird,Molothrus aeneus,915,03892_Animalia_Chordata_Aves_Passeriformes_Icteridae_Molothrus_aeneus
Common Redpoll,Common redpoll,Acanthis flammea,920,03807_Animalia_Chordata_Aves_Passeriformes_Fringillidae_Acanthis_flammea
Hoary Redpoll,Hoary Redpoll,Acanthis hornemanni,921,03808_Animalia_Chordata_Aves_Passeriformes_Fringillidae_Acanthis_hornemanni
Pine Siskin,Pine siskin,Spinus pinus,922,03835_Animalia_Chordata_Aves_Passeriformes_Fringillidae_Spinus_pinus
Least Flycatcher,Least flycatcher,Empidonax minimus,925,04303_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Empidonax_minimus
Pacific-slope Flycatcher,Pacific-slope flycatcher,Empidonax difficilis,926,04299_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Empidonax_difficilis
Cordilleran Flycatcher,Cordilleran flycatcher,Empidonax occidentalis,927,04304_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Empidonax_occidentalis
Black Phoebe,Black phoebe,Sayornis nigricans,928,04323_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Sayornis_nigricans
Eastern Phoebe,Eastern phoebe,Sayornis phoebe,929,04324_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Sayornis_phoebe
Say's Phoebe,Say's phoebe,Sayornis saya,930,04325_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Sayornis_saya
Ash-throated Flycatcher,Ash-throated flycatcher,Myiarchus cinerascens,931,04313_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Myiarchus_cinerascens
Great Crested Flycatcher,Great crested flycatcher,Myiarchus crinitus,932,04314_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Myiarchus_crinitus
Cassin's Kingbird,Cassin's kingbird,Tyrannus vociferans,933,04336_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Tyrannus_vociferans
Western Kingbird,Western kingbird,Tyrannus verticalis,934,04335_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Tyrannus_verticalis
Eastern Kingbird,Eastern kingbird,Tyrannus tyrannus,935,04334_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Tyrannus_tyrannus
Scissor-tailed Flycatcher,Scissor-tailed flycatcher,Tyrannus forficatus,936,04331_Animalia_Chordata_Aves_Passeriformes_Tyrannidae_Tyrannus_forficatus
Loggerhead Shrike,Loggerhead shrike,Lanius ludovicianus,937,03911_Animalia_Chordata_Aves_Passeriformes_Laniidae_Lanius_ludovicianus
Northern Shrike,Northern shrike,Lanius borealis,938,03906_Animalia_Chordata_Aves_Passeriformes_Laniidae_Lanius_borealis
White-eyed Vireo,White-eyed vireo,Vireo griseus,939,04344_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_griseus
Bell's Vireo,Bell's vireo,Vireo bellii,940,04339_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_bellii
Yellow-throated Vireo,Yellow-throated vireo,Vireo flavifrons,941,04341_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_flavifrons
Plumbeous Vireo,Plumbeous vireo,Vireo plumbeus,942,04348_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_plumbeus
Cassin's Vireo,Cassin's vireo,Vireo cassinii,943,04340_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_cassinii
Blue-headed Vireo,Blue-headed vireo,Vireo solitarius,944,04349_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_solitarius
Hutton's Vireo,Hutton's vireo,Vireo huttoni,945,04345_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_huttoni
Warbling Vireo,Warbling vireo,Vireo gilvus,946,04343_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_gilvus
Red-eyed Vireo,Red-eyed vireo,Vireo olivaceus,947,04346_Animalia_Chordata_Aves_Passeriformes_Vireonidae_Vireo_olivaceus
Steller's Jay,Steller's jay,Cyanocitta stelleri,949,03762_Animalia_Chordata_Aves_Passeriformes_Corvidae_Cyanocitta_stelleri
Blue Jay,Blue jay,Cyanocitta cristata,950,03761_Animalia_Chordata_Aves_Passeriformes_Corvidae_Cyanocitta_cristata
Mexican Jay,Mexican jay,Aphelocoma wollweberi,953,03743_Animalia_Chordata_Aves_Passeriformes_Corvidae_Aphelocoma_wollweberi
Clark's Nutcracker,Clark's nutcracker,Nucifraga columbiana,954,03771_Animalia_Chordata_Aves_Passeriformes_Corvidae_Nucifraga_columbiana
Black-billed Magpie,Black-billed magpie,Pica hudsonia,955,03773_Animalia_Chordata_Aves_Passeriformes_Corvidae_Pica_hudsonia
Yellow-billed Magpie,Yellow-billed magpie,Pica nuttalli,956,03774_Animalia_Chordata_Aves_Passeriformes_Corvidae_Pica_nuttalli
American Crow,American crow,Corvus brachyrhynchos,957,03749_Animalia_Chordata_Aves_Passeriformes_Corvidae_Corvus_brachyrhynchos
